session_id,station_id,energy_kwh,duration_min,city 
265,ST265,10.5,30,HCMC 
266,ST266,10.5,30,HCMC 
267,ST267,10.5,30,HCMC 
268,ST268,10.5,30,HCMC 
269,ST269,10.5,30,HCMC 
270,ST270,10.5,30,HCMC 
271,ST271,10.5,30,HCMC 
272,ST272,10.5,30,HCMC 
273,ST273,10.5,30,HCMC 
274,ST274,10.5,30,HCMC 
275,ST275,10.5,30,HCMC 
276,ST276,10.5,30,HCMC 
277,ST277,10.5,30,HCMC 
278,ST278,10.5,30,HCMC 
279,ST279,10.5,30,HCMC 
280,ST280,10.5,30,HCMC 
281,ST281,10.5,30,HCMC 
282,ST282,10.5,30,HCMC 
283,ST283,10.5,30,HCMC 
284,ST284,10.5,30,HCMC 
285,ST285,10.5,30,HCMC 
286,ST286,10.5,30,HCMC 
287,ST287,10.5,30,HCMC 
288,ST288,10.5,30,HCMC 
289,ST289,10.5,30,HCMC 
290,ST290,10.5,30,HCMC 
291,ST291,10.5,30,HCMC 
292,ST292,10.5,30,HCMC 
293,ST293,10.5,30,HCMC 
294,ST294,10.5,30,HCMC 
295,ST295,10.5,30,HCMC 
296,ST296,10.5,30,HCMC 
297,ST297,10.5,30,HCMC 
298,ST298,10.5,30,HCMC 
299,ST299,10.5,30,HCMC 
300,ST300,10.5,30,HCMC 
301,ST301,10.5,30,HCMC 
302,ST302,10.5,30,HCMC 
303,ST303,10.5,30,HCMC 
304,ST304,10.5,30,HCMC 
305,ST305,10.5,30,HCMC 
306,ST306,10.5,30,HCMC 
307,ST307,10.5,30,HCMC 
308,ST308,10.5,30,HCMC 
309,ST309,10.5,30,HCMC 
310,ST310,10.5,30,HCMC 
311,ST311,10.5,30,HCMC 
312,ST312,10.5,30,HCMC 
313,ST313,10.5,30,HCMC 
314,ST314,10.5,30,HCMC 
315,ST315,10.5,30,HCMC 
316,ST316,10.5,30,HCMC 
317,ST317,10.5,30,HCMC 
318,ST318,10.5,30,HCMC 
319,ST319,10.5,30,HCMC 
320,ST320,10.5,30,HCMC 
321,ST321,10.5,30,HCMC 
322,ST322,10.5,30,HCMC 
323,ST323,10.5,30,HCMC 
324,ST324,10.5,30,HCMC 
325,ST325,10.5,30,HCMC 
326,ST326,10.5,30,HCMC 
327,ST327,10.5,30,HCMC 
328,ST328,10.5,30,HCMC 
329,ST329,10.5,30,HCMC 
330,ST330,10.5,30,HCMC 
331,ST331,10.5,30,HCMC 
332,ST332,10.5,30,HCMC 
333,ST333,10.5,30,HCMC 
334,ST334,10.5,30,HCMC 
335,ST335,10.5,30,HCMC 
336,ST336,10.5,30,HCMC 
337,ST337,10.5,30,HCMC 
338,ST338,10.5,30,HCMC 
339,ST339,10.5,30,HCMC 
340,ST340,10.5,30,HCMC 
341,ST341,10.5,30,HCMC 
342,ST342,10.5,30,HCMC 
343,ST343,10.5,30,HCMC 
344,ST344,10.5,30,HCMC 
345,ST345,10.5,30,HCMC 
346,ST346,10.5,30,HCMC 
347,ST347,10.5,30,HCMC 
348,ST348,10.5,30,HCMC 
349,ST349,10.5,30,HCMC 
350,ST350,10.5,30,HCMC 
351,ST351,10.5,30,HCMC 
352,ST352,10.5,30,HCMC 
353,ST353,10.5,30,HCMC 
354,ST354,10.5,30,HCMC 
355,ST355,10.5,30,HCMC 
356,ST356,10.5,30,HCMC 
357,ST357,10.5,30,HCMC 
358,ST358,10.5,30,HCMC 
359,ST359,10.5,30,HCMC 
360,ST360,10.5,30,HCMC 
361,ST361,10.5,30,HCMC 
362,ST362,10.5,30,HCMC 
363,ST363,10.5,30,HCMC 
364,ST364,10.5,30,HCMC 
365,ST365,10.5,30,HCMC 
366,ST366,10.5,30,HCMC 
367,ST367,10.5,30,HCMC 
368,ST368,10.5,30,HCMC 
369,ST369,10.5,30,HCMC 
370,ST370,10.5,30,HCMC 
371,ST371,10.5,30,HCMC 
372,ST372,10.5,30,HCMC 
373,ST373,10.5,30,HCMC 
374,ST374,10.5,30,HCMC 
375,ST375,10.5,30,HCMC 
376,ST376,10.5,30,HCMC 
377,ST377,10.5,30,HCMC 
378,ST378,10.5,30,HCMC 
379,ST379,10.5,30,HCMC 
380,ST380,10.5,30,HCMC 
381,ST381,10.5,30,HCMC 
382,ST382,10.5,30,HCMC 
383,ST383,10.5,30,HCMC 
384,ST384,10.5,30,HCMC 
385,ST385,10.5,30,HCMC 
386,ST386,10.5,30,HCMC 
387,ST387,10.5,30,HCMC 
388,ST388,10.5,30,HCMC 
389,ST389,10.5,30,HCMC 
390,ST390,10.5,30,HCMC 
391,ST391,10.5,30,HCMC 
392,ST392,10.5,30,HCMC 
393,ST393,10.5,30,HCMC 
394,ST394,10.5,30,HCMC 
395,ST395,10.5,30,HCMC 
396,ST396,10.5,30,HCMC 
397,ST397,10.5,30,HCMC 
398,ST398,10.5,30,HCMC 
399,ST399,10.5,30,HCMC 
400,ST400,10.5,30,HCMC 
401,ST401,10.5,30,HCMC 
402,ST402,10.5,30,HCMC 
403,ST403,10.5,30,HCMC 
404,ST404,10.5,30,HCMC 
405,ST405,10.5,30,HCMC 
406,ST406,10.5,30,HCMC 
407,ST407,10.5,30,HCMC 
408,ST408,10.5,30,HCMC 
409,ST409,10.5,30,HCMC 
410,ST410,10.5,30,HCMC 
411,ST411,10.5,30,HCMC 
412,ST412,10.5,30,HCMC 
413,ST413,10.5,30,HCMC 
414,ST414,10.5,30,HCMC 
415,ST415,10.5,30,HCMC 
416,ST416,10.5,30,HCMC 
417,ST417,10.5,30,HCMC 
418,ST418,10.5,30,HCMC 
419,ST419,10.5,30,HCMC 
420,ST420,10.5,30,HCMC 
421,ST421,10.5,30,HCMC 
422,ST422,10.5,30,HCMC 
423,ST423,10.5,30,HCMC 
424,ST424,10.5,30,HCMC 
425,ST425,10.5,30,HCMC 
426,ST426,10.5,30,HCMC 
427,ST427,10.5,30,HCMC 
428,ST428,10.5,30,HCMC 
429,ST429,10.5,30,HCMC 
430,ST430,10.5,30,HCMC 
431,ST431,10.5,30,HCMC 
432,ST432,10.5,30,HCMC 
433,ST433,10.5,30,HCMC 
434,ST434,10.5,30,HCMC 
435,ST435,10.5,30,HCMC 
436,ST436,10.5,30,HCMC 
437,ST437,10.5,30,HCMC 
438,ST438,10.5,30,HCMC 
439,ST439,10.5,30,HCMC 
440,ST440,10.5,30,HCMC 
441,ST441,10.5,30,HCMC 
442,ST442,10.5,30,HCMC 
443,ST443,10.5,30,HCMC 
444,ST444,10.5,30,HCMC 
445,ST445,10.5,30,HCMC 
446,ST446,10.5,30,HCMC 
447,ST447,10.5,30,HCMC 
448,ST448,10.5,30,HCMC 
449,ST449,10.5,30,HCMC 
450,ST450,10.5,30,HCMC 
451,ST451,10.5,30,HCMC 
452,ST452,10.5,30,HCMC 
453,ST453,10.5,30,HCMC 
454,ST454,10.5,30,HCMC 
455,ST455,10.5,30,HCMC 
456,ST456,10.5,30,HCMC 
457,ST457,10.5,30,HCMC 
458,ST458,10.5,30,HCMC 
459,ST459,10.5,30,HCMC 
460,ST460,10.5,30,HCMC 
461,ST461,10.5,30,HCMC 
462,ST462,10.5,30,HCMC 
463,ST463,10.5,30,HCMC 
464,ST464,10.5,30,HCMC 
465,ST465,10.5,30,HCMC 
466,ST466,10.5,30,HCMC 
467,ST467,10.5,30,HCMC 
468,ST468,10.5,30,HCMC 
469,ST469,10.5,30,HCMC 
470,ST470,10.5,30,HCMC 
471,ST471,10.5,30,HCMC 
472,ST472,10.5,30,HCMC 
473,ST473,10.5,30,HCMC 
474,ST474,10.5,30,HCMC 
475,ST475,10.5,30,HCMC 
476,ST476,10.5,30,HCMC 
477,ST477,10.5,30,HCMC 
478,ST478,10.5,30,HCMC 
479,ST479,10.5,30,HCMC 
480,ST480,10.5,30,HCMC 
481,ST481,10.5,30,HCMC 
482,ST482,10.5,30,HCMC 
483,ST483,10.5,30,HCMC 
484,ST484,10.5,30,HCMC 
485,ST485,10.5,30,HCMC 
486,ST486,10.5,30,HCMC 
487,ST487,10.5,30,HCMC 
488,ST488,10.5,30,HCMC 
489,ST489,10.5,30,HCMC 
490,ST490,10.5,30,HCMC 
491,ST491,10.5,30,HCMC 
492,ST492,10.5,30,HCMC 
493,ST493,10.5,30,HCMC 
494,ST494,10.5,30,HCMC 
495,ST495,10.5,30,HCMC 
496,ST496,10.5,30,HCMC 
497,ST497,10.5,30,HCMC 
498,ST498,10.5,30,HCMC 
499,ST499,10.5,30,HCMC 
500,ST500,10.5,30,HCMC 
501,ST501,10.5,30,HCMC 
502,ST502,10.5,30,HCMC 
503,ST503,10.5,30,HCMC 
504,ST504,10.5,30,HCMC 
505,ST505,10.5,30,HCMC 
506,ST506,10.5,30,HCMC 
507,ST507,10.5,30,HCMC 
508,ST508,10.5,30,HCMC 
509,ST509,10.5,30,HCMC 
510,ST510,10.5,30,HCMC 
511,ST511,10.5,30,HCMC 
512,ST512,10.5,30,HCMC 
513,ST513,10.5,30,HCMC 
514,ST514,10.5,30,HCMC 
515,ST515,10.5,30,HCMC 
516,ST516,10.5,30,HCMC 
517,ST517,10.5,30,HCMC 
518,ST518,10.5,30,HCMC 
519,ST519,10.5,30,HCMC 
520,ST520,10.5,30,HCMC 
521,ST521,10.5,30,HCMC 
522,ST522,10.5,30,HCMC 
523,ST523,10.5,30,HCMC 
524,ST524,10.5,30,HCMC 
525,ST525,10.5,30,HCMC 
526,ST526,10.5,30,HCMC 
527,ST527,10.5,30,HCMC 
528,ST528,10.5,30,HCMC 
529,ST529,10.5,30,HCMC 
530,ST530,10.5,30,HCMC 
531,ST531,10.5,30,HCMC 
532,ST532,10.5,30,HCMC 
533,ST533,10.5,30,HCMC 
534,ST534,10.5,30,HCMC 
535,ST535,10.5,30,HCMC 
536,ST536,10.5,30,HCMC 
537,ST537,10.5,30,HCMC 
538,ST538,10.5,30,HCMC 
539,ST539,10.5,30,HCMC 
540,ST540,10.5,30,HCMC 
541,ST541,10.5,30,HCMC 
542,ST542,10.5,30,HCMC 
543,ST543,10.5,30,HCMC 
544,ST544,10.5,30,HCMC 
545,ST545,10.5,30,HCMC 
546,ST546,10.5,30,HCMC 
547,ST547,10.5,30,HCMC 
548,ST548,10.5,30,HCMC 
549,ST549,10.5,30,HCMC 
550,ST550,10.5,30,HCMC 
551,ST551,10.5,30,HCMC 
552,ST552,10.5,30,HCMC 
553,ST553,10.5,30,HCMC 
554,ST554,10.5,30,HCMC 
555,ST555,10.5,30,HCMC 
556,ST556,10.5,30,HCMC 
557,ST557,10.5,30,HCMC 
558,ST558,10.5,30,HCMC 
559,ST559,10.5,30,HCMC 
560,ST560,10.5,30,HCMC 
561,ST561,10.5,30,HCMC 
562,ST562,10.5,30,HCMC 
563,ST563,10.5,30,HCMC 
564,ST564,10.5,30,HCMC 
565,ST565,10.5,30,HCMC 
566,ST566,10.5,30,HCMC 
567,ST567,10.5,30,HCMC 
568,ST568,10.5,30,HCMC 
569,ST569,10.5,30,HCMC 
570,ST570,10.5,30,HCMC 
571,ST571,10.5,30,HCMC 
572,ST572,10.5,30,HCMC 
573,ST573,10.5,30,HCMC 
574,ST574,10.5,30,HCMC 
575,ST575,10.5,30,HCMC 
576,ST576,10.5,30,HCMC 
577,ST577,10.5,30,HCMC 
578,ST578,10.5,30,HCMC 
579,ST579,10.5,30,HCMC 
580,ST580,10.5,30,HCMC 
581,ST581,10.5,30,HCMC 
582,ST582,10.5,30,HCMC 
583,ST583,10.5,30,HCMC 
584,ST584,10.5,30,HCMC 
585,ST585,10.5,30,HCMC 
586,ST586,10.5,30,HCMC 
587,ST587,10.5,30,HCMC 
588,ST588,10.5,30,HCMC 
589,ST589,10.5,30,HCMC 
590,ST590,10.5,30,HCMC 
591,ST591,10.5,30,HCMC 
592,ST592,10.5,30,HCMC 
593,ST593,10.5,30,HCMC 
594,ST594,10.5,30,HCMC 
595,ST595,10.5,30,HCMC 
596,ST596,10.5,30,HCMC 
597,ST597,10.5,30,HCMC 
598,ST598,10.5,30,HCMC 
599,ST599,10.5,30,HCMC 
600,ST600,10.5,30,HCMC 
601,ST601,10.5,30,HCMC 
602,ST602,10.5,30,HCMC 
603,ST603,10.5,30,HCMC 
604,ST604,10.5,30,HCMC 
605,ST605,10.5,30,HCMC 
606,ST606,10.5,30,HCMC 
607,ST607,10.5,30,HCMC 
608,ST608,10.5,30,HCMC 
609,ST609,10.5,30,HCMC 
610,ST610,10.5,30,HCMC 
611,ST611,10.5,30,HCMC 
612,ST612,10.5,30,HCMC 
613,ST613,10.5,30,HCMC 
614,ST614,10.5,30,HCMC 
615,ST615,10.5,30,HCMC 
616,ST616,10.5,30,HCMC 
617,ST617,10.5,30,HCMC 
618,ST618,10.5,30,HCMC 
619,ST619,10.5,30,HCMC 
620,ST620,10.5,30,HCMC 
621,ST621,10.5,30,HCMC 
622,ST622,10.5,30,HCMC 
623,ST623,10.5,30,HCMC 
624,ST624,10.5,30,HCMC 
625,ST625,10.5,30,HCMC 
626,ST626,10.5,30,HCMC 
627,ST627,10.5,30,HCMC 
628,ST628,10.5,30,HCMC 
629,ST629,10.5,30,HCMC 
630,ST630,10.5,30,HCMC 
631,ST631,10.5,30,HCMC 
632,ST632,10.5,30,HCMC 
633,ST633,10.5,30,HCMC 
634,ST634,10.5,30,HCMC 
635,ST635,10.5,30,HCMC 
636,ST636,10.5,30,HCMC 
637,ST637,10.5,30,HCMC 
638,ST638,10.5,30,HCMC 
639,ST639,10.5,30,HCMC 
640,ST640,10.5,30,HCMC 
641,ST641,10.5,30,HCMC 
642,ST642,10.5,30,HCMC 
643,ST643,10.5,30,HCMC 
644,ST644,10.5,30,HCMC 
645,ST645,10.5,30,HCMC 
646,ST646,10.5,30,HCMC 
647,ST647,10.5,30,HCMC 
648,ST648,10.5,30,HCMC 
649,ST649,10.5,30,HCMC 
650,ST650,10.5,30,HCMC 
651,ST651,10.5,30,HCMC 
652,ST652,10.5,30,HCMC 
653,ST653,10.5,30,HCMC 
654,ST654,10.5,30,HCMC 
655,ST655,10.5,30,HCMC 
656,ST656,10.5,30,HCMC 
657,ST657,10.5,30,HCMC 
658,ST658,10.5,30,HCMC 
659,ST659,10.5,30,HCMC 
660,ST660,10.5,30,HCMC 
661,ST661,10.5,30,HCMC 
662,ST662,10.5,30,HCMC 
663,ST663,10.5,30,HCMC 
664,ST664,10.5,30,HCMC 
665,ST665,10.5,30,HCMC 
666,ST666,10.5,30,HCMC 
667,ST667,10.5,30,HCMC 
668,ST668,10.5,30,HCMC 
669,ST669,10.5,30,HCMC 
670,ST670,10.5,30,HCMC 
671,ST671,10.5,30,HCMC 
672,ST672,10.5,30,HCMC 
673,ST673,10.5,30,HCMC 
674,ST674,10.5,30,HCMC 
675,ST675,10.5,30,HCMC 
676,ST676,10.5,30,HCMC 
677,ST677,10.5,30,HCMC 
678,ST678,10.5,30,HCMC 
679,ST679,10.5,30,HCMC 
680,ST680,10.5,30,HCMC 
681,ST681,10.5,30,HCMC 
682,ST682,10.5,30,HCMC 
683,ST683,10.5,30,HCMC 
684,ST684,10.5,30,HCMC 
685,ST685,10.5,30,HCMC 
686,ST686,10.5,30,HCMC 
687,ST687,10.5,30,HCMC 
688,ST688,10.5,30,HCMC 
689,ST689,10.5,30,HCMC 
690,ST690,10.5,30,HCMC 
691,ST691,10.5,30,HCMC 
692,ST692,10.5,30,HCMC 
693,ST693,10.5,30,HCMC 
694,ST694,10.5,30,HCMC 
695,ST695,10.5,30,HCMC 
696,ST696,10.5,30,HCMC 
697,ST697,10.5,30,HCMC 
698,ST698,10.5,30,HCMC 
699,ST699,10.5,30,HCMC 
700,ST700,10.5,30,HCMC 
701,ST701,10.5,30,HCMC 
702,ST702,10.5,30,HCMC 
703,ST703,10.5,30,HCMC 
704,ST704,10.5,30,HCMC 
705,ST705,10.5,30,HCMC 
706,ST706,10.5,30,HCMC 
707,ST707,10.5,30,HCMC 
708,ST708,10.5,30,HCMC 
709,ST709,10.5,30,HCMC 
710,ST710,10.5,30,HCMC 
711,ST711,10.5,30,HCMC 
712,ST712,10.5,30,HCMC 
713,ST713,10.5,30,HCMC 
714,ST714,10.5,30,HCMC 
715,ST715,10.5,30,HCMC 
716,ST716,10.5,30,HCMC 
717,ST717,10.5,30,HCMC 
718,ST718,10.5,30,HCMC 
719,ST719,10.5,30,HCMC 
720,ST720,10.5,30,HCMC 
721,ST721,10.5,30,HCMC 
722,ST722,10.5,30,HCMC 
723,ST723,10.5,30,HCMC 
724,ST724,10.5,30,HCMC 
725,ST725,10.5,30,HCMC 
726,ST726,10.5,30,HCMC 
727,ST727,10.5,30,HCMC 
728,ST728,10.5,30,HCMC 
729,ST729,10.5,30,HCMC 
730,ST730,10.5,30,HCMC 
731,ST731,10.5,30,HCMC 
732,ST732,10.5,30,HCMC 
733,ST733,10.5,30,HCMC 
734,ST734,10.5,30,HCMC 
735,ST735,10.5,30,HCMC 
736,ST736,10.5,30,HCMC 
737,ST737,10.5,30,HCMC 
738,ST738,10.5,30,HCMC 
739,ST739,10.5,30,HCMC 
740,ST740,10.5,30,HCMC 
741,ST741,10.5,30,HCMC 
742,ST742,10.5,30,HCMC 
743,ST743,10.5,30,HCMC 
744,ST744,10.5,30,HCMC 
745,ST745,10.5,30,HCMC 
746,ST746,10.5,30,HCMC 
747,ST747,10.5,30,HCMC 
748,ST748,10.5,30,HCMC 
749,ST749,10.5,30,HCMC 
750,ST750,10.5,30,HCMC 
751,ST751,10.5,30,HCMC 
752,ST752,10.5,30,HCMC 
753,ST753,10.5,30,HCMC 
754,ST754,10.5,30,HCMC 
755,ST755,10.5,30,HCMC 
756,ST756,10.5,30,HCMC 
757,ST757,10.5,30,HCMC 
758,ST758,10.5,30,HCMC 
759,ST759,10.5,30,HCMC 
760,ST760,10.5,30,HCMC 
761,ST761,10.5,30,HCMC 
762,ST762,10.5,30,HCMC 
763,ST763,10.5,30,HCMC 
764,ST764,10.5,30,HCMC 
765,ST765,10.5,30,HCMC 
766,ST766,10.5,30,HCMC 
767,ST767,10.5,30,HCMC 
768,ST768,10.5,30,HCMC 
769,ST769,10.5,30,HCMC 
770,ST770,10.5,30,HCMC 
771,ST771,10.5,30,HCMC 
772,ST772,10.5,30,HCMC 
773,ST773,10.5,30,HCMC 
774,ST774,10.5,30,HCMC 
775,ST775,10.5,30,HCMC 
